OBSNUM	XVAL	PROB_AVG	AREA1	AREACORR	AREATOT	PERCENT
654	3.27	0.130251388864284	0.00065125694432142	0.000651621937594222	0.226376194981893	8.175
655	3.275	0.130324103196929	0.000651620515984647	0.0006519826660383	0.227028177647931	8.1875
656	3.28	0.130396249319345	0.000651981246596726	0.000652340557767231	0.227680518205698	8.2
657	3.285	0.130467828100233	0.000652339140501167	0.000652695617139542	0.228333213822838	8.2125
658	3.29	0.130538840411284	0.00065269420205642	0.000653047848528552	0.228986261671367	8.225
659	3.295	0.130609287127146	0.000653046435635732	0.000653397256322224	0.229639658927689	8.2375
660	3.3	0.130679169125398	0.000653395845626991	0.000653743844923017	0.230293402772612	8.25
661	3.305	0.130748487286517	0.000653742436432582	0.00065408761874774	0.23094749039136	8.2625
662	3.31	0.130817242493849	0.000654086212469243	0.000654428582227407	0.231601918973587	8.275
663	3.315	0.130885435633583	0.000654427178167914	0.000654766739807092	0.232256685713394	8.2875
664	3.32	0.130953067594719	0.000654765337973595	0.00065510209594578	0.23291178780934	8.3
665	3.325	0.13102013926904	0.000655100696345202	0.00065543465511623	0.233567222464456	8.3125
666	3.33	0.131086651551084	0.000655433257755421	0.00065576442180483	0.234222986886261	8.325
667	3.335	0.131152605338113	0.000655763026690567	0.000656091400511451	0.234879078286772	8.3375
668	3.34	0.131218001530089	0.000656090007650442	0.00065641559574931	0.235535493882522	8.35
669	3.345	0.131282841029639	0.000656414205148194	0.000656737012044829	0.236192230894566	8.3625
670	3.35	0.131347124742034	0.000656735623710172	0.000657055653937493	0.236849286548504	8.375
671	3.355	0.131410853575158	0.000657054267875792	0.000657371525979711	0.237506658074484	8.3875
672	3.36	0.131474028439479	0.000657370142197395	0.000657684632736682	0.23816434270722	8.4
673	3.365	0.131536650248022	0.000657683251240109	0.000657994978786249	0.238822337686007	8.4125
674	3.37	0.131598719916342	0.000657993599581709	0.00065830256871877	0.239480640254725	8.425
675	3.375	0.131660238362497	0.000658301191812485	0.000658607407136976	0.240139247661862	8.4375
676	3.38	0.13172120650702	0.000658606032535101	0.000658909498655841	0.240798157160518	8.45
677	3.385	0.131781625272892	0.000658908126364461	0.000659208847902441	0.241457366008421	8.4625
678	3.39	0.131841495585515	0.000659207477927575	0.000659505459515823	0.242116871467936	8.475
679	3.395	0.131900818372685	0.000659504091863424	0.000659799338146874	0.242776670806083	8.4875
680	3.4	0.131959594564565	0.000659797972822826	0.000660090488458181	0.243436761294541	8.5
681	3.405	0.132017825093661	0.000660089125468306	0.00066037891512391	0.244097140209665	8.5125
682	3.41	0.132075510894792	0.000660377554473959	0.000660664622829661	0.244757804832495	8.525
683	3.415	0.132132652905065	0.000660663264525323	0.000660947616272349	0.245418752448767	8.5375
684	3.42	0.132189252063849	0.000660946260319247	0.000661227900160069	0.246079980348927	8.55
685	3.425	0.132245309312752	0.000661226546563761	0.000661505479211967	0.246741485828139	8.5625
686	3.43	0.132300825595589	0.000661504127977947	0.000661780358158112	0.247403266186298	8.575
687	3.435	0.132355801858362	0.000661779009291808	0.000662052541739365	0.248065318728037	8.5875
688	3.44	0.132410239049229	0.000662051195246144	0.000662322034707259	0.248727640762744	8.6
689	3.445	0.132464138118485	0.000662320690592423	0.000662588841823866	0.249390229604568	8.6125
690	3.45	0.132517500018531	0.000662587500092654	0.000662852967861673	0.25005308257243	8.625
691	3.455	0.132570325703852	0.000662851628519261	0.000663114417603457	0.250716196990033	8.6375
692	3.46	0.132622616130992	0.000663113080654959	0.000663373195842159	0.251379570185875	8.65
693	3.465	0.132674372258526	0.000663371861292628	0.000663629307380766	0.252043199493256	8.6625
694	3.47	0.132725595047038	0.000663627975235191	0.000663882757032179	0.252707082250288	8.675
695	3.475	0.132776285459098	0.000663881427295489	0.000664133549619096	0.253371215799907	8.6875
696	3.48	0.132826444459232	0.000664132222296158	0.000664381689973891	0.254035597489881	8.7
697	3.485	0.132876073013902	0.000664380365069512	0.000664627182938488	0.25470022467282	8.7125
698	3.49	0.132925172091483	0.000664625860457415	0.000664870033364244	0.255365094706184	8.725
699	3.495	0.132973742662232	0.000664868713311162	0.000665110246111829	0.256030204952296	8.7375
700	3.5	0.133021785698273	0.000665108928491365	0.000665347826051105	0.256695552778347	8.75
701	3.505	0.133069302173565	0.000665346510867827	0.00066558277806101	0.257361135556408	8.7625
702	3.51	0.133116293063885	0.000665581465319424	0.000665815107029435	0.258026950663437	8.775
703	3.515	0.133162759346798	0.000665813796733991	0.000666044817853114	0.25869299548129	8.7875
704	3.52	0.13320870200164	0.000666043510008202	0.000666271915437501	0.259359267396728	8.8
705	3.525	0.133254122009491	0.000666270610047453	0.000666496404696656	0.260025763801425	8.8125
706	3.53	0.133299020353149	0.000666495101765746	0.000666718290553129	0.260692482091978	8.825
707	3.535	0.133343398017115	0.000666716990085575	0.000666937577937849	0.261359419669916	8.8375
708	3.54	0.133387255987562	0.000666936279937809	0.000667154271790004	0.262026573941706	8.85
709	3.545	0.133430595252316	0.000667152976261581	0.00066736837705693	0.262693942318763	8.8625
710	3.55	0.133473416800834	0.00066736708400417	0.000667579898694	0.263361522217457	8.875
711	3.555	0.133515721624178	0.000667578608120892	0.000667788841664507	0.264029311059121	8.8875
712	3.56	0.133557510714997	0.000667787553574986	0.000667995210939559	0.264697306270061	8.9
713	3.565	0.1335987850675	0.000667993925337502	0.00066819901149796	0.265365505281559	8.9125
714	3.57	0.133639545677438	0.000668197728387188	0.000668400248326104	0.266033905529885	8.925
715	3.575	0.133679793542077	0.000668398967710387	0.000668598926417868	0.266702504456303	8.9375
716	3.58	0.133719529660183	0.000668597648300917	0.000668795050774496	0.267371299507077	8.95
717	3.585	0.133758755031994	0.000668793775159968	0.000668988626404493	0.268040288133482	8.9625
718	3.59	0.133797470659199	0.000668987353295993	0.000669179658323519	0.268709467791805	8.975
719	3.595	0.133835677544919	0.000669178387724597	0.000669368151554279	0.269378835943359	8.9875
720	3.6	0.133873376693686	0.000669366883468432	0.000669554111126419	0.270048390054486	9
721	3.605	0.133910569111418	0.000669552845557089	0.000669737542076415	0.270718127596562	9.0125
722	3.61	0.133947255805398	0.000669736279026992	0.000669918449447471	0.27138804604601	9.025
723	3.615	0.133983437784258	0.000669917188921292	0.000670096838289413	0.272058142884299	9.0375
724	3.62	0.134019116057953	0.000670095580289763	0.000670272713658584	0.272728415597958	9.05
725	3.625	0.134054291637739	0.000670271458188696	0.00067044608061774	0.273398861678575	9.0625
726	3.63	0.134088965536159	0.000670444827680794	0.000670616944235947	0.274069478622811	9.075
727	3.635	0.134123138767015	0.000670615693835073	0.000670785309588479	0.2747402639324	9.0875
728	3.64	0.134156812345351	0.000670784061726755	0.000670951181756712	0.275411215114156	9.1
729	3.645	0.134189987287433	0.000670949936437165	0.000671114565828028	0.276082329679984	9.1125
730	3.65	0.134222664610727	0.000671113323053634	0.00067127546689571	0.27675360514688	9.125
731	3.655	0.134254845333879	0.000671274226669395	0.000671433890058842	0.277425039036939	9.1375
732	3.66	0.134286530476696	0.000671432652383482	0.000671589840422208	0.278096628877361	9.15
733	3.665	0.134317721060126	0.00067158860530063	0.000671743323096198	0.278768372200457	9.1625
734	3.67	0.134348418106235	0.000671742090531177	0.000671894343196702	0.279440266543654	9.175
735	3.675	0.134378622638193	0.000671893113190964	0.000672042905845014	0.280112309449499	9.1875
736	3.68	0.134408335680248	0.000672041678401239	0.000672189016167738	0.280784498465667	9.2
737	3.685	0.134437558257711	0.000672187791288554	0.000672332679296686	0.281456831144964	9.2125
738	3.69	0.134466291396935	0.000672331456984675	0.000672473900368784	0.282129305045332	9.225
739	3.695	0.134494536125295	0.000672472680626477	0.000672612684525973	0.282801917729858	9.2375
740	3.7	0.134522293471171	0.000672611467355857	0.00067274903691512	0.283474666766773	9.25
741	3.705	0.134549564463926	0.00067274782231963	0.000672882962687913	0.284147549729461	9.2625
742	3.71	0.134576350133888	0.00067288175066944	0.000673014467000776	0.284820564196462	9.275
743	3.715	0.134602651512332	0.000673013257561662	0.000673143555014769	0.285493707751477	9.2875
744	3.72	0.134628469631462	0.00067314234815731	0.000673270231895499	0.286166977983372	9.3
745	3.725	0.134653805524389	0.000673269027621944	0.000673394502813021	0.286840372486185	9.3125
746	3.73	0.134678660225115	0.000673393301125573	0.000673516372941754	0.287513888859127	9.325
747	3.735	0.134703034768514	0.000673515173842569	0.000673635847460381	0.288187524706587	9.3375
748	3.74	0.134726930190314	0.000673634650951571	0.000673752931551762	0.288861277638139	9.35
749	3.745	0.134750347527078	0.000673751737635392	0.000673867630402844	0.289535145268542	9.3625
750	3.75	0.134773287816187	0.000673866439080935	0.000673979949204569	0.290209125217747	9.375
751	3.755	0.134795752095819	0.000673978760479096	0.000674089893151783	0.290883215110898	9.3875
752	3.76	0.134817741404935	0.000674088707024676	0.00067419746744315	0.291557412578342	9.4
753	3.765	0.134839256783259	0.000674196283916295	0.000674302677281061	0.292231715255623	9.4125
754	3.77	0.13486029927126	0.000674301496356301	0.000674405527871546	0.292906120783494	9.425
755	3.775	0.134880869910136	0.000674404349550678	0.000674506024424188	0.293580626807918	9.4375
756	3.78	0.134900969741793	0.000674504848708967	0.000674604172152034	0.29425523098007	9.45
757	3.785	0.134920599808834	0.00067460299904417	0.000674699976271509	0.294929930956342	9.4625
758	3.79	0.134939761154534	0.00067469880577267	0.00067479344200233	0.295604724398344	9.475
759	3.795	0.134958454822828	0.00067479227411414	0.000674884574567419	0.296279608972912	9.4875
760	3.8	0.134976681858292	0.00067488340929146	0.000674973379192821	0.296954582352105	9.5
761	3.805	0.134994443306127	0.000674972216530633	0.000675059861107617	0.297629642213212	9.5125
762	3.81	0.135011740212139	0.000675058701060695	0.000675144025543837	0.298304786238756	9.525
763	3.815	0.135028573622728	0.000675142868113639	0.000675225877736384	0.298980012116492	9.5375
764	3.82	0.135044944584864	0.000675224722924322	0.000675305422922944	0.299655317539415	9.55
765	3.825	0.135060854146078	0.000675304270730391	0.000675382666343905	0.300330700205759	9.5625
766	3.83	0.135076303354438	0.000675381516772191	0.000675457613242278	0.301006157819002	9.575
767	3.835	0.135091293258539	0.000675456466292693	0.000675530268863609	0.301681688087865	9.5875
768	3.84	0.13510582490748	0.000675529124537402	0.000675600638455905	0.302357288726321	9.6
769	3.845	0.135119899350857	0.000675599496754284	0.000675668727269546	0.303032957453591	9.6125
770	3.85	0.135133517638736	0.000675667588193681	0.000675734540557213	0.303708691994148	9.625
771	3.855	0.135146680821646	0.000675733404108231	0.000675798083573799	0.304384490077722	9.6375
772	3.86	0.135159389950558	0.000675796949752789	0.000675859361576336	0.305060349439298	9.65
773	3.865	0.135171646076869	0.000675858230384347	0.000675918379823916	0.305736267819122	9.6625
774	3.87	0.135183450252391	0.000675917251261957	0.000675975143577609	0.306412242962699	9.675
775	3.875	0.13519480352933	0.000675974017646651	0.000676029658100386	0.3070882726208	9.6875
776	3.88	0.135205706960272	0.000676028534801361	0.000676081928657046	0.307764354549457	9.7
777	3.885	0.135216161598169	0.000676080807990846	0.000676131960514132	0.308440486509971	9.7125
778	3.89	0.135226168496323	0.000676130842481613	0.00067617975893986	0.309116666268911	9.725
779	3.895	0.135235728708367	0.000676178643541837	0.00067622532920404	0.309792891598115	9.7375
780	3.9	0.135244843288259	0.000676224216441293	0.000676268676578002	0.310469160274693	9.75
781	3.905	0.135253513290254	0.000676267566451271	0.000676309806334519	0.311145470081027	9.7625
782	3.91	0.135261739768902	0.000676308698844509	0.000676348723747735	0.311821818804775	9.775
783	3.915	0.135269523779022	0.000676347618895111	0.000676385434093088	0.312498204238868	9.7875
784	3.92	0.135276866375696	0.000676384331878479	0.000676419942647237	0.313174624181515	9.8
785	3.925	0.135283768614247	0.000676418843071235	0.00067645225468799	0.313851076436203	9.8125
786	3.93	0.13529023155023	0.000676451157751151	0.000676482375494228	0.314527558811698	9.825
787	3.935	0.135296256239414	0.000676481281197072	0.000676510310345837	0.315204069122043	9.8375
788	3.94	0.135301843737769	0.000676509218688847	0.000676536064523631	0.315880605186567	9.85
789	3.945	0.135306995101451	0.000676534975507254	0.000676559643309285	0.316557164829876	9.8625
790	3.95	0.135311711386787	0.000676558556933933	0.00067658105198526	0.317233745881862	9.875
791	3.955	0.135315993650262	0.000676579968251309	0.000676600295834735	0.317910346177696	9.8875
792	3.96	0.135319842948505	0.000676599214742526	0.000676617380141534	0.318586963557838	9.9
793	3.965	0.135323260338275	0.000676616301691373	0.00067663231019006	0.319263595868028	9.9125
794	3.97	0.135326246876444	0.000676631234382218	0.000676645091265222	0.319940240959293	9.925
795	3.975	0.135328803619987	0.000676644018099935	0.000676655728652366	0.320616896687946	9.9375
796	3.98	0.135330931625967	0.000676654658129837	0.00067666422763721	0.321293560915583	9.95
797	3.985	0.135332631951521	0.000676663159757607	0.000676670593505773	0.321970231509089	9.9625
798	3.99	0.135333905653846	0.000676669528269229	0.000676674831544306	0.322646906340633	9.975
799	3.995	0.135334753790184	0.000676673768950921	0.000676676947039228	0.323323583287672	9.9875
800	4	0.135335177417814	0.000676675887089069	0.000676676945277058	0.324000260232949	10
801	4.005	0.135335177594032	0.000676675887970158	0.000676674831544346	0.324676935064493	10.0125
802	4.01	0.135334755376141	0.000676673776880705	0.00067667061112761	0.325353605675621	10.025
803	4.015	0.135333911821439	0.000676669559107195	0.00067666428931327	0.326030269964934	10.0375
804	4.02	0.135332647987203	0.000676663239936016	0.000676655871387582	0.326706925836322	10.05
805	4.025	0.135330964930678	0.000676654824653389	0.00067664536263657	0.327383571198959	10.0625
806	4.03	0.135328863709062	0.00067664431854531	0.00067663276834597	0.328060203967304	10.075
807	4.035	0.135326345379496	0.000676631726897478	0.000676618093801156	0.328736822061106	10.0875
808	4.04	0.135323410999048	0.000676617054995239	0.000676601344287083	0.329413423405393	10.1
809	4.045	0.135320061624703	0.000676600308123515	0.000676582525088222	0.330090005930481	10.1125
810	4.05	0.135316298313349	0.000676581491566744	0.000676561641488496	0.330766567571969	10.125
811	4.055	0.135312122121764	0.00067656061060882	0.000676538698771221	0.331443106270741	10.1375
812	4.06	0.135307534106605	0.000676537670533026	0.000676513702219037	0.33211961997296	10.15
813	4.065	0.135302535324395	0.000676512676621973	0.000676486657113855	0.332796106630074	10.1625
814	4.07	0.135297126831508	0.000676485634157539	0.000676457568736789	0.33347256419881	10.175
815	4.075	0.135291309684162	0.000676456548420809	0.0006764264423681	0.334148990641178	10.1875
816	4.08	0.135285084938403	0.000676425424692013	0.00067639328328713	0.334825383924466	10.2
817	4.085	0.135278453650093	0.000676392268250464	0.000676358096772249	0.335501742021238	10.2125
818	4.09	0.1352714168749	0.0006763570843745	0.000676320888100788	0.336178062909339	10.225
819	4.095	0.135263975668285	0.000676319878341424	0.000676281662548985	0.336854344571888	10.2375
820	4.1	0.135256131085489	0.000676280655427444	0.000676240425391924	0.337530584997279	10.25
821	4.105	0.135247884181523	0.000676239420907614	0.000676197181903475	0.338206782179183	10.2625
822	4.11	0.135239236011155	0.000676196180055777	0.000676151937356241	0.338882934116539	10.275
823	4.115	0.135230187628901	0.000676150938144503	0.000676104697021492	0.339559038813561	10.2875
824	4.12	0.135220740089007	0.000676103700445037	0.000676055466169116	0.34023509427973	10.3
825	4.125	0.135210894445447	0.000676054472227236	0.000676004250067556	0.340911098529797	10.3125
826	4.13	0.135200651751903	0.000676003258759516	0.000675951053983756	0.341587049583781	10.325
827	4.135	0.135190013061758	0.000675950065308792	0.000675895883183104	0.342262945466964	10.3375
828	4.14	0.135178979428085	0.000675894897140425	0.000675838742929377	0.342938784209894	10.35
829	4.145	0.135167551903632	0.000675837759518162	0.000675779638484683	0.343614563848378	10.3625
830	4.15	0.135155731540817	0.000675778657704084	0.000675718575109409	0.344290282423488	10.375
831	4.155	0.13514351939171	0.000675717596958552	0.000675655558062163	0.34496593798155	10.3875
832	4.16	0.135130916508029	0.000675654582540146	0.000675590592599722	0.34564152857415	10.4
833	4.165	0.135117923941123	0.000675589619705615	0.000675523683976977	0.346317052258127	10.4125
834	4.17	0.135104542741965	0.000675522713709823	0.000675454837446878	0.346992507095573	10.425
835	4.175	0.135090773961139	0.000675453869805694	0.000675384058260382	0.347667891153834	10.4375
836	4.18	0.135076618648832	0.000675383093244159	0.000675311351666402	0.3483432025055	10.45
837	4.185	0.135062077854821	0.000675310389274103	0.000675236722911747	0.349018439228412	10.4625
838	4.19	0.135047152628462	0.00067523576314231	0.00067516017724108	0.349693599405653	10.475
839	4.195	0.135031844018683	0.000675159220093415	0.000675081719896855	0.35036868112555	10.4875
840	4.2	0.13501615307397	0.000675080765369849	0.000675001356119277	0.351043682481669	10.5
841	4.205	0.135000080842358	0.000675000404211788	0.000674919091146238	0.351718601572815	10.5125
842	4.21	0.13498362837142	0.000674918141857101	0.000674834930213278	0.352393436503029	10.525
843	4.215	0.13496679670826	0.000674833983541302	0.000674748878553526	0.353068185381582	10.5375
844	4.22	0.134949586899499	0.000674747934497494	0.000674660941397653	0.35374284632298	10.55
845	4.225	0.134931999991265	0.000674659999956323	0.000674571123973822	0.354417417446954	10.5625
846	4.23	0.134914037029186	0.000674570185145928	0.000674479431507639	0.355091896878461	10.575
847	4.235	0.134895699058378	0.000674478495291889	0.0006743858692221	0.355766282747683	10.5875
848	4.24	0.134876987123436	0.000674384935617179	0.000674290442337549	0.356440573190021	10.6
849	4.245	0.134857902268423	0.000674289511342116	0.000674193156071621	0.357114766346092	10.6125
850	4.25	0.134838445536863	0.000674192227684313	0.000674094015639201	0.357788860361732	10.625
851	4.255	0.134818617971726	0.000674093089858629	0.000673993026252373	0.358462853387984	10.6375
852	4.26	0.134798420615425	0.000673992103077124	0.00067389019312037	0.359136743581104	10.65
853	4.265	0.134777854509802	0.000673889272549008	0.00067378552144953	0.359810529102554	10.6625
854	4.27	0.134756920696119	0.000673784603480596	0.000673679016443251	0.360484208118997	10.675
855	4.275	0.134735620215052	0.000673678101075262	0.000673570683301938	0.361157778802299	10.6875
856	4.28	0.134713954106678	0.000673569770533388	0.000673460527222963	0.361831239329522	10.7
857	4.285	0.134691923410464	0.000673459617052321	0.000673348553400613	0.362504587882923	10.7125
858	4.29	0.134669529165266	0.000673347645826328	0.000673234767026051	0.363177822649949	10.725
859	4.295	0.13464677240931	0.000673233862046548	0.000673119173287265	0.363850941823236	10.7375
860	4.3	0.134623654180189	0.000673118270900947	0.000673001777369027	0.364523943600605	10.75
861	4.305	0.134600175514855	0.000673000877574273	0.000672882584452846	0.365196826185058	10.7625
862	4.31	0.134576337449603	0.000672881687248014	0.000672761599716922	0.365869587784775	10.775
863	4.315	0.13455214102007	0.000672760705100348	0.000672638828336107	0.366542226613111	10.7875
864	4.32	0.134527587261221	0.000672637936306104	0.000672514275481857	0.367214740888593	10.8
865	4.325	0.134502677207343	0.000672513386036717	0.00067238794632219	0.367887128834915	10.8125
866	4.33	0.134477411892037	0.000672387059460183	0.000672259846021642	0.368559388680937	10.825
867	4.335	0.134451792348203	0.000672258961741017	0.000672129979741225	0.369231518660678	10.8375
868	4.34	0.134425819608042	0.000672129098040209	0.000671998352638386	0.369903517013316	10.85
869	4.345	0.134399494703037	0.000671997473515185	0.00067186496986696	0.370575381983183	10.8625
870	4.35	0.134372818663952	0.000671864093319759	0.000671729836577133	0.37124711181976	10.875
871	4.355	0.134345792520819	0.000671728962604097	0.000671592957915398	0.371918704777676	10.8875
872	4.36	0.134318417302934	0.00067159208651467	0.000671454339024515	0.3725901591167	10.9
873	4.365	0.134290694038843	0.000671453470194217	0.000671313985043467	0.373261473101744	10.9125
874	4.37	0.134262623756341	0.000671313118781703	0.000671171901107424	0.373932645002851	10.925
875	4.375	0.134234207482455	0.000671171037412274	0.000671028092347697	0.374603673095199	10.9375
876	4.38	0.134205446243445	0.000671027231217225	0.000670882563891703	0.375274555659091	10.95
877	4.385	0.13417634106479	0.00067088170532395	0.000670735320862921	0.375945290979953	10.9625
878	4.39	0.134146892971182	0.000670734464855909	0.000670586368380857	0.376615877348334	10.975
879	4.395	0.134117102986518	0.000670585514932588	0.000670435711560999	0.377286313059895	10.9875
880	4.4	0.134086972133891	0.000670434860669457	0.000670283355514783	0.37795659641541	11
881	4.405	0.134056501435586	0.000670282507177931	0.000670129305349552	0.37862672572076	11.0125
882	4.41	0.134025691913067	0.000670128459565333	0.000669973566168517	0.379296699286928	11.025
883	4.415	0.133994544586971	0.000669972722934857	0.00066981614307072	0.379966515429999	11.0375
884	4.42	0.133963060477105	0.000669815302385525	0.000669657041150998	0.38063617247115	11.05
885	4.425	0.133931240602431	0.000669656203012155	0.000669496265499941	0.38130566873665	11.0625
886	4.43	0.133899085981064	0.000669495429905318	0.000669333821203858	0.381975002557854	11.075
887	4.435	0.133866597630261	0.000669332988151305	0.000669169713344739	0.382644172271198	11.0875
888	4.44	0.133833776566418	0.000669168882832088	0.000669003947000219	0.383313176218199	11.1
889	4.445	0.133800623805057	0.000669003119025283	0.00066883652724354	0.383982012745442	11.1125
890	4.45	0.133767140360823	0.000668835701804113	0.000668667459143516	0.384650680204586	11.125
891	4.455	0.133733327247475	0.000668666636237376	0.000668496747764498	0.38531917695235	11.1375
892	4.46	0.133699185477881	0.000668495927389403	0.000668324398166334	0.385987501350517	11.15
893	4.465	0.133664716064005	0.000668323580320026	0.000668150415404342	0.386655651765921	11.1625
894	4.47	0.133629920016909	0.000668149600084544	0.000667974804529265	0.38732362657045	11.175
895	4.475	0.133594798346737	0.000667973991733684	0.000667797570587244	0.387991424141037	11.1875
896	4.48	0.133559352062714	0.000667796760313569	0.000667618718619779	0.388659042859657	11.2
897	4.485	0.133523582173136	0.000667617910865681	0.000667438253663696	0.389326481113321	11.2125
898	4.49	0.133487489685366	0.000667437448426831	0.000667256180751115	0.389993737294072	11.225
899	4.495	0.133451075605824	0.000667255378029119	0.000667072504909412	0.390660809798981	11.2375
900	4.5	0.133414340939981	0.000667071704699906	0.000666887231161189	0.391327697030143	11.25
901	4.505	0.133377286692356	0.000666886433461779	0.000666700364524241	0.391994397394667	11.2625
902	4.51	0.133339913866503	0.000666699569332513	0.000666511910011518	0.392660909304678	11.275
903	4.515	0.133302223465009	0.000666511117325044	0.000666321872631101	0.39332723117731	11.2875
904	4.52	0.133264216489487	0.000666321082447435	0.00066613025738616	0.393993361434696	11.3
905	4.525	0.133225893940568	0.000666129469702841	0.000665937069274929	0.394659298503971	11.3125
906	4.53	0.133187256817896	0.00066593628408948	0.00066574231329067	0.395325040817261	11.325
907	4.535	0.13314830612012	0.000665741530600598	0.000665545994421644	0.395990586811683	11.3375
908	4.54	0.133109042844888	0.00066554521422444	0.000665348117651078	0.396655934929334	11.35
909	4.545	0.133069467988843	0.000665347339944217	0.000665148687957132	0.397321083617291	11.3625
910	4.55	0.133029582547615	0.000665147912738074	0.000664947710312874	0.397986031327604	11.375
911	4.555	0.132989387515813	0.000664946937579063	0.000664745189686241	0.39865077651729	11.3875
912	4.56	0.132948883887021	0.000664744419435107	0.000664541131040018	0.39931531764833	11.4
913	4.565	0.132908072653795	0.000664540363268974	0.000664335539331798	0.399979653187662	11.4125
914	4.57	0.132866954807649	0.000664334774038244	0.000664128419513959	0.400643781607176	11.425
915	4.575	0.132825531339056	0.000664127656695279	0.000663919776533635	0.40130770138371	11.4375
916	4.58	0.132783803237439	0.000663919016187197	0.000663709615332678	0.401971410999042	11.45
917	4.585	0.132741771491168	0.000663708857455838	0.000663497940847638	0.40263490893989	11.4625
918	4.59	0.132699437087547	0.000663497185437736	0.000663284758009732	0.4032981936979	11.475
919	4.595	0.132656801012819	0.000663284005064093	0.00066307007174481	0.403961263769645	11.4875
920	4.6	0.132613864252149	0.000663069321260746	0.000662853886973333	0.404624117656618	11.5
921	4.605	0.132570627789628	0.00066285313894814	0.000662636208610342	0.405286753865228	11.5125
922	4.61	0.132527092608261	0.000662635463041303	0.000662417041565427	0.405949170906794	11.525
923	4.615	0.132483259689962	0.000662416298449812	0.000662196390742707	0.406611367297536	11.5375
924	4.62	0.132439130015554	0.000662195650077771	0.000661974261040793	0.407273341558577	11.55
925	4.625	0.132394704564755	0.000661973522823777	0.000661750657352768	0.40793509221593	11.5625
926	4.63	0.13234998431618	0.000661749921580901	0.000661525584566157	0.408596617800496	11.575
927	4.635	0.132304970247331	0.000661524851236653	0.000661299047562901	0.409257916848059	11.5875
928	4.64	0.132259663334592	0.000661298316672961	0.000661071051219328	0.409918987899278	11.6
929	4.645	0.132214064553228	0.000661070322766139	0.000660841600406129	0.410579829499685	11.6125
930	4.65	0.132168174877373	0.000660840874386867	0.000660610699988331	0.411240440199673	11.625
931	4.655	0.132121995280031	0.000660609976400157	0.000660378354825273	0.411900818554498	11.6375
932	4.66	0.132075526733067	0.000660377633665335	0.000660144569770576	0.412560963124269	11.65
933	4.665	0.132028770207202	0.000660143851036011	0.000659909349672121	0.413220872473941	11.6625
934	4.67	0.13198172667201	0.000659908633360051	0.000659672699372023	0.413880545173313	11.675
935	4.675	0.131934397095912	0.000659671985479559	0.000659434623706605	0.41453997979702	11.6875
936	4.68	0.131886782446169	0.000659433912230846	0.000659195127506373	0.415199174924526	11.7
937	4.685	0.131838883688881	0.000659194418444405	0.000658954215595996	0.415858129140122	11.7125
938	4.69	0.131790701788978	0.000658953508944891	0.000658711892794272	0.416516841032916	11.725
939	4.695	0.131742237710219	0.000658711188551093	0.000658468163914115	0.41717530919683	11.7375
940	4.7	0.131693492415182	0.00065846746207591	0.000658223033762522	0.417833532230593	11.75
941	4.705	0.131644466865266	0.000658222334326329	0.000657976507140554	0.418491508737733	11.7625
942	4.71	0.13159516202068	0.000657975810103398	0.00065772858884331	0.419149237326577	11.775
943	4.715	0.131545578840441	0.000657727894202206	0.000657479283659908	0.419806716610237	11.7875
944	4.72	0.131495718282371	0.000657478591411857	0.000657228596373457	0.42046394520661	11.8
945	4.725	0.13144558130309	0.000657227906515449	0.000656976531761034	0.421120921738371	11.8125
946	4.73	0.13139516885801	0.00065697584429005	0.000656723094593667	0.421777644832965	11.825
947	4.735	0.131344481901335	0.000656722409506675	0.000656468289636306	0.422434113122601	11.8375
948	4.74	0.131293521386052	0.000656467606930262	0.000656212121647805	0.423090325244249	11.85
949	4.745	0.131242288263931	0.000656211441319654	0.000655954595380896	0.42374627983963	11.8625
950	4.75	0.131190783485515	0.000655953917427574	0.000655695715582173	0.424401975555212	11.875
951	4.755	0.131139008000121	0.000655695040000603	0.000655435486992063	0.425057411042204	11.8875
952	4.76	0.131086962755832	0.000655434813779159	0.000655173914344812	0.425712584956549	11.9
953	4.765	0.131034648699495	0.000655173243497476	0.000654911002368457	0.426367495958917	11.9125
954	4.77	0.130982066776716	0.000654910333883581	0.00065464675578481	0.427022142714702	11.925
955	4.775	0.130929217931855	0.000654646089659276	0.000654381179309435	0.427676523894012	11.9375
956	4.78	0.130876103108022	0.000654380515540112	0.000654114277651626	0.428330638171663	11.95
957	4.785	0.130822723247075	0.000654113616235376	0.00065384605551439	0.428984484227177	11.9625
958	4.79	0.130769079289613	0.000653845396448063	0.000653576517594423	0.429638060744772	11.975
959	4.795	0.130715172174972	0.000653575860874859	0.000653305668582093	0.430291366413354	11.9875
960	4.8	0.130661002841225	0.000653305014206123	0.000653033513161417	0.430944399926515	12
961	4.805	0.130606572225172	0.000653032861125862	0.000652760056010046	0.431597159982525	12.0125
962	4.81	0.130551881262343	0.000652759406311716	0.00065248530179924	0.432249645284325	12.025
963	4.815	0.130496930886987	0.000652484654434937	0.000652209255193853	0.432901854539519	12.0375
964	4.82	0.130441722032073	0.000652208610160367	0.000651931920852312	0.433553786460371	12.05
965	4.825	0.130386255629285	0.000651931278146425	0.000651653303426596	0.434205439763797	12.0625
966	4.83	0.130330532609016	0.000651652663045082	0.000651373407562224	0.43485681317136	12.075
